PRODUCTID	PRODUCTNAME	PRODUCTGROUPCODE	PRODUCTGROUPNAME	INSTOCKFLAG	FULLPRICE
11598		AR	ARTWORK	Y	495
11599		AR	ARTWORK	Y	745
11600		AR	ARTWORK	Y	340
11601		AR	ARTWORK	Y	375
11602		AR	ARTWORK	Y	540
11603		AR	ARTWORK	Y	195
11604		AR	ARTWORK	Y	445
11605		AR	ARTWORK	Y	340
11606		AR	ARTWORK	Y	337
11607		AR	ARTWORK	Y	540
11608		AR	ARTWORK	Y	175
11609		AR	ARTWORK	Y	461
11610		AR	ARTWORK	Y	337
11611		AR	ARTWORK	Y	486
11612		AR	ARTWORK	Y	175
11613		AR	ARTWORK	Y	375
11614		AR	ARTWORK	Y	195
11615		AR	ARTWORK	Y	195
11616		AR	ARTWORK	Y	745
11617		AR	ARTWORK	Y	340
11618		AR	ARTWORK	Y	375
11619		AR	ARTWORK	Y	486
11620		AR	ARTWORK	Y	195
11621		AR	ARTWORK	Y	445
11622		AR	ARTWORK	Y	306
11623		AR	ARTWORK	Y	375
11624		AR	ARTWORK	Y	540
11625		AR	ARTWORK	Y	195
11626		AR	ARTWORK	Y	445
11627		AR	ARTWORK	Y	745
11628		AR	ARTWORK	Y	340
11629		AR	ARTWORK	Y	375
11630		AR	ARTWORK	Y	486
11631		AR	ARTWORK	Y	195
11632		AR	ARTWORK	Y	340
11633		AR	ARTWORK	Y	195
11634		AR	ARTWORK	Y	745
11635		AR	ARTWORK	Y	306
11636		AR	ARTWORK	Y	337
11637		AR	ARTWORK	Y	540
11638		AR	ARTWORK	Y	195
11639		AR	ARTWORK	Y	495
11640		AR	ARTWORK	Y	745
11641		AR	ARTWORK	Y	340
11642		AR	ARTWORK	Y	375
11643		AR	ARTWORK	Y	540
11644		AR	ARTWORK	Y	195
11645		AR	ARTWORK	Y	340
11646		AR	ARTWORK	Y	337
11647		AR	ARTWORK	Y	490
11648		AR	ARTWORK	Y	195
11649		AR	ARTWORK	Y	445
11650		AR	ARTWORK	Y	745
11651		AR	ARTWORK	Y	340
11652		AR	ARTWORK	Y	337
11653		AR	ARTWORK	Y	540
11654		AR	ARTWORK	Y	195
11655		AR	ARTWORK	Y	340
11656		AR	ARTWORK	Y	375
11657		AR	ARTWORK	Y	195
11658		AR	ARTWORK	Y	340
11659		AR	ARTWORK	Y	337
11660		AR	ARTWORK	Y	195
11661		AR	ARTWORK	Y	340
11662		AR	ARTWORK	Y	415
11663		AR	ARTWORK	Y	195
11664		AR	ARTWORK	Y	745
11665		AR	ARTWORK	Y	306
11666		AR	ARTWORK	Y	375
11667		AR	ARTWORK	Y	195
11668		AR	ARTWORK	Y	306
11669		AR	ARTWORK	Y	488
11670		AR	ARTWORK	Y	195
11671		AR	ARTWORK	Y	670
11672		AR	ARTWORK	Y	340
11673		AR	ARTWORK	Y	375
11674		AR	ARTWORK	Y	486
11675		AR	ARTWORK	Y	195
11676		AR	ARTWORK	Y	745
11677		AR	ARTWORK	Y	340
11678		AR	ARTWORK	Y	540
11679		AR	ARTWORK	Y	195
11680		AR	ARTWORK	Y	445
11681		AR	ARTWORK	Y	306
11682		AR	ARTWORK	Y	281
11683		AR	ARTWORK	Y	540
11684		AR	ARTWORK	Y	195
11685		AR	ARTWORK	Y	495
11686		AR	ARTWORK	Y	745
11687		AR	ARTWORK	Y	340
11688		AR	ARTWORK	Y	375
11689		AR	ARTWORK	Y	540
11690		AR	ARTWORK	Y	195
11691		AR	ARTWORK	Y	195
11692		AR	ARTWORK	Y	540
11693		AR	ARTWORK	Y	195
11694		AR	ARTWORK	Y	495
11695		AR	ARTWORK	Y	670
11696		AR	ARTWORK	Y	340
11697		AR	ARTWORK	Y	375
11698		AR	ARTWORK	Y	195
11699		AR	ARTWORK	Y	306
11700		AR	ARTWORK	Y	195
11701		AR	ARTWORK	Y	445
11702		AR	ARTWORK	Y	745
11703		AR	ARTWORK	Y	340
11704		AR	ARTWORK	Y	375
11705		AR	ARTWORK	Y	540
11706		AR	ARTWORK	Y	195
11707		AR	ARTWORK	Y	495
11708		AR	ARTWORK	Y	745
11709		AR	ARTWORK	Y	340
11710		AR	ARTWORK	Y	375
11711		AR	ARTWORK	Y	486
11712		BK	BOOK	N	195
11713		AR	ARTWORK	N	451
11714		AR	ARTWORK	Y	179
11715		AR	ARTWORK	Y	195
11716		AR	ARTWORK	Y	396
11717		AR	ARTWORK	Y	670
11718		AR	ARTWORK	Y	340
11719		AR	ARTWORK	Y	375
11720		AR	ARTWORK	Y	513
11721		AR	ARTWORK	Y	195
11722		AR	ARTWORK	Y	340
11723		AR	ARTWORK	Y	195
11724		AR	ARTWORK	Y	745
11725		AR	ARTWORK	Y	340
11726		AR	ARTWORK	Y	375
11727		AR	ARTWORK	Y	195
11728		AR	ARTWORK	Y	445
11729		AR	ARTWORK	Y	340
11730		AR	ARTWORK	Y	337
11731		AR	ARTWORK	Y	540
11732		AR	ARTWORK	Y	175
11733		AR	ARTWORK	Y	175
11734		AR	ARTWORK	Y	195
11735		AR	ARTWORK	Y	340
11736		AR	ARTWORK	Y	195
11737		AR	ARTWORK	Y	445
11738		AR	ARTWORK	Y	670
11739		AR	ARTWORK	Y	340
11740		AR	ARTWORK	Y	337
11741		AR	ARTWORK	Y	175
11742		AR	ARTWORK	Y	340
11743		AR	ARTWORK	Y	337
11744		AR	ARTWORK	Y	432
11745		AR	ARTWORK	Y	195
11746		AR	ARTWORK	Y	596
11747		AR	ARTWORK	Y	306
11748		AR	ARTWORK	Y	540
11749		AR	ARTWORK	Y	195
11750		AR	ARTWORK	Y	576
11751		AR	ARTWORK	Y	340
11752		AR	ARTWORK	Y	175
11753		AR	ARTWORK	Y	340
11754		AR	ARTWORK	Y	195
11755		AR	ARTWORK	Y	495
11756		AR	ARTWORK	Y	451
11757		AR	ARTWORK	Y	306
11758		AR	ARTWORK	Y	375
11759		AR	ARTWORK	Y	756
11760		AR	ARTWORK	Y	195
11761		AR	ARTWORK	Y	306
11762		AR	ARTWORK	Y	405
11763		AR	ARTWORK	Y	195
11764		AR	ARTWORK	Y	495
11765		AR	ARTWORK	Y	445
11766		AR	ARTWORK	Y	633
11767		AR	ARTWORK	Y	745
11768		AR	ARTWORK	Y	340
11769		AR	ARTWORK	Y	499
11770		AR	ARTWORK	Y	195
11771		AR	ARTWORK	Y	340
11772		AR	ARTWORK	Y	334
11773		AR	ARTWORK	Y	540
11774		AR	ARTWORK	Y	175
11775		AR	ARTWORK	Y	745
11776		AR	ARTWORK	Y	306
11777		AR	ARTWORK	Y	840
11778		AR	ARTWORK	Y	486
11779		AR	ARTWORK	Y	1065
11780		AR	ARTWORK	Y	2665
11781		AR	ARTWORK	Y	1965
11782		AR	ARTWORK	Y	1965
11783		AR	ARTWORK	Y	1665
11784		AR	ARTWORK	Y	900
11785		AR	ARTWORK	Y	1065
11786		AR	ARTWORK	Y	2500
11787		AR	ARTWORK	Y	2665
11788		AR	ARTWORK	Y	2500
11789		AR	ARTWORK	Y	2500
11790		AR	ARTWORK	Y	2665
11791		AR	ARTWORK	Y	3000
11792		AR	ARTWORK	Y	3165
11793		AR	ARTWORK	Y	3000
11794		AR	ARTWORK	Y	540
11795		AR	ARTWORK	Y	1665
11796		AR	ARTWORK	Y	1415
11797		AR	ARTWORK	Y	2638
11798		AR	ARTWORK	Y	1500
11799		AR	ARTWORK	Y	1665
11800		AR	ARTWORK	Y	1500
11801		AR	ARTWORK	Y	1415
11802		AR	ARTWORK	Y	1125
11803		AR	ARTWORK	Y	1273
11804		AR	ARTWORK	Y	1250
11805		AR	ARTWORK	Y	3500
11806		AR	ARTWORK	Y	1273
11807		AR	ARTWORK	Y	5967
11808		AR	ARTWORK	Y	6250
11809		AR	ARTWORK	Y	3145
11810		AR	ARTWORK	Y	1500
11811		AR	ARTWORK	Y	1415
11812		AR	ARTWORK	Y	2398
11813		AR	ARTWORK	Y	1000
11814		AR	ARTWORK	Y	1165
11815		AR	ARTWORK	Y	750
11816		AR	ARTWORK	Y	1480
11817		AR	ARTWORK	Y	1000
11818		AR	ARTWORK	Y	2000
11819		AR	ARTWORK	Y	1165
11820		AR	ARTWORK	Y	1145
11821		AR	ARTWORK	Y	1145
11822		AR	ARTWORK	Y	1645
11823		AR	ARTWORK	Y	2848
11824		AR	ARTWORK	Y	1750
11825		AR	ARTWORK	Y	1915
11826		AR	ARTWORK	Y	306
11827		AR	ARTWORK	Y	195
11828		AR	ARTWORK	Y	495
11829		AR	ARTWORK	Y	745
11830		AR	ARTWORK	Y	340
11831		AR	ARTWORK	Y	375
11832		AR	ARTWORK	Y	540
11833		AR	ARTWORK	Y	195
11834		AR	ARTWORK	Y	222
11835		AR	ARTWORK	Y	340
11836		AR	ARTWORK	Y	375
11837		AR	ARTWORK	Y	540
11838		AR	ARTWORK	Y	195
11839		AR	ARTWORK	Y	596
11840		AR	ARTWORK	Y	340
11841		AR	ARTWORK	Y	375
11842		AR	ARTWORK	Y	540
11843		AR	ARTWORK	Y	195
11844		AR	ARTWORK	Y	495
11845		AR	ARTWORK	Y	375
11846		AR	ARTWORK	Y	540
11847		AR	ARTWORK	Y	195
11848		AR	ARTWORK	Y	495
11849		AR	ARTWORK	Y	340
11850		AR	ARTWORK	Y	350
11851		AR	ARTWORK	Y	540
11852		AR	ARTWORK	Y	156
11853		AR	ARTWORK	Y	302
11854		AR	ARTWORK	Y	375
11855		AR	ARTWORK	Y	195
11856		AR	ARTWORK	Y	195
11857		AR	ARTWORK	Y	495
11858		AR	ARTWORK	Y	745
11859		AR	ARTWORK	Y	340
11860		AR	ARTWORK	Y	375
11861		AR	ARTWORK	Y	486
11862		AR	ARTWORK	Y	175
11863		AR	ARTWORK	Y	486
11864		AR	ARTWORK	Y	195
11865		AR	ARTWORK	Y	495
11866		AR	ARTWORK	Y	340
11867		AR	ARTWORK	Y	375
11868		AR	ARTWORK	Y	486
11869		AR	ARTWORK	Y	195
11870		AR	ARTWORK	Y	445
11871		AR	ARTWORK	Y	340
11872		AR	ARTWORK	Y	375
11873		AR	ARTWORK	Y	540
11874		AR	ARTWORK	Y	183
11875		AR	ARTWORK	Y	340
11876		AR	ARTWORK	Y	495
11877		AR	ARTWORK	Y	445
11878		AR	ARTWORK	Y	745
11879		AR	ARTWORK	Y	836
11880		AR	ARTWORK	Y	640
11881		AR	ARTWORK	Y	1550
11882		AR	ARTWORK	Y	2273
11883		AR	ARTWORK	Y	1665
11884		AR	ARTWORK	Y	1490
11885		AR	ARTWORK	Y	2430
11886		AR	ARTWORK	Y	1895
11887		AR	ARTWORK	Y	1935
11888		AR	ARTWORK	Y	405
11889		AR	ARTWORK	Y	375
11890		AR	ARTWORK	Y	540
11891		AR	ARTWORK	Y	195
11892		AR	ARTWORK	Y	670
11893		AR	ARTWORK	Y	296
11894		AR	ARTWORK	Y	375
11895		AR	ARTWORK	Y	540
11896		AR	ARTWORK	Y	175
11897		AR	ARTWORK	Y	340
11898		AR	ARTWORK	Y	195
11899		AR	ARTWORK	Y	445
11900		AR	ARTWORK	Y	306
11901		AR	ARTWORK	Y	375
11902		AR	ARTWORK	Y	340
11903		AR	ARTWORK	Y	306
11904		AR	ARTWORK	Y	337
11905		AR	ARTWORK	Y	540
11906		AR	ARTWORK	Y	195
11907		AR	ARTWORK	Y	340
11908		AR	ARTWORK	Y	195
11909		AR	ARTWORK	Y	670
11910		AR	ARTWORK	Y	340
11911		AR	ARTWORK	Y	375
11912		AR	ARTWORK	Y	540
11913		AR	ARTWORK	Y	195
11914		AR	ARTWORK	Y	495
11915		AR	ARTWORK	Y	340
11916		AR	ARTWORK	Y	496
11917		AR	ARTWORK	Y	195
11918		AR	ARTWORK	Y	340
11919		AR	ARTWORK	Y	337
11920		AR	ARTWORK	Y	486
11921		AR	ARTWORK	Y	195
11922		AR	ARTWORK	Y	670
11923		AR	ARTWORK	Y	340
11924		AR	ARTWORK	Y	195
11925		AR	ARTWORK	Y	340
11926		AR	ARTWORK	Y	540
11927		AR	ARTWORK	Y	195
11928		AR	ARTWORK	Y	495
11929		AR	ARTWORK	Y	340
11930		AR	ARTWORK	Y	375
11931		AR	ARTWORK	Y	195
11932		AR	ARTWORK	Y	495
11933		AR	ARTWORK	Y	306
11934		AR	ARTWORK	Y	375
11935		AR	ARTWORK	Y	540
11936		AR	ARTWORK	Y	195
11937		AR	ARTWORK	Y	340
11938		AR	ARTWORK	Y	375
11939		AR	ARTWORK	Y	540
11940		AR	ARTWORK	Y	195
11941		AR	ARTWORK	Y	495
11942		AR	ARTWORK	Y	745
11943		AR	ARTWORK	Y	340
11944		AR	ARTWORK	Y	375
11945		AR	ARTWORK	Y	486
11946		AR	ARTWORK	Y	195
11947		AR	ARTWORK	Y	340
11948		AR	ARTWORK	Y	195
11949		AR	ARTWORK	Y	670
11950		AR	ARTWORK	Y	340
11951		AR	ARTWORK	Y	375
11952		AR	ARTWORK	Y	195
11953		AR	ARTWORK	Y	495
11954		AR	ARTWORK	Y	340
11955		AR	ARTWORK	Y	337
11956		AR	ARTWORK	Y	540
11957		AR	ARTWORK	Y	195
11958		AR	ARTWORK	Y	340
11959		AR	ARTWORK	Y	375
11960		AR	ARTWORK	Y	195
11961		AR	ARTWORK	Y	745
11962		AR	ARTWORK	Y	340
11963		AR	ARTWORK	Y	195
11964		AR	ARTWORK	Y	340
11965		AR	ARTWORK	Y	486
11966		AR	ARTWORK	Y	450
11967		AR	ARTWORK	Y	720
11968		BK	BOOK	Y	100
11969		BK	BOOK	N	31
11970		GA	GAME	Y	9
11971		BK	BOOK	N	25
11972		GA	GAME	Y	9
11973		BK	BOOK	N	16
11974		BK	BOOK	N	16
11975		BK	BOOK	N	12
11976		GA	GAME	Y	26
11977		GA	GAME	Y	6
11978		BK	BOOK	Y	14
11979		BK	BOOK	N	17
11980		GA	GAME	Y	9
11981		GA	GAME	Y	13
11982		GA	GAME	Y	11
11983		GA	GAME	Y	9
11984		BK	BOOK	Y	16
11985		BK	BOOK	N	17
11986		BK	BOOK	Y	29
11987		BK	BOOK	N	17
11988		BK	BOOK	N	14
11989		GA	GAME	Y	6
11990		BK	BOOK	N	15
11991		BK	BOOK	N	26
11992		GA	GAME	Y	12
11993		BK	BOOK	N	20
11994		BK	BOOK	N	26
11995		GA	GAME	Y	6
11996		GA	GAME	Y	11
11997		BK	BOOK	N	30
11998		GA	GAME	Y	11
11999		BK	BOOK	N	16
12000		GA	GAME	Y	9
12001		GA	GAME	Y	6
12002		BK	BOOK	N	27
12003		BK	BOOK	Y	14
12004		GA	GAME	Y	9
12005		BK	BOOK	Y	29
12006		BK	BOOK	N	13
12007		OT	OTHER	N	15
12008		GA	GAME	N	14
12009		BK	BOOK	Y	9
12010		GA	GAME	Y	69
12011		BK	BOOK	Y	9
12012		OT	OTHER	N	29
12013		AP	APPAREL	N	15
12014		CA	CALENDAR	N	10
12015		CA	CALENDAR	N	29
12016		CA	CALENDAR	N	14
12017		BK	BOOK	Y	9
12018		AR	ARTWORK	Y	1545
12019		AR	ARTWORK	Y	340
12020		AR	ARTWORK	Y	195
12021		AR	ARTWORK	Y	340
12022		AR	ARTWORK	Y	375
12023		AR	ARTWORK	Y	540
12024		AR	ARTWORK	Y	745
12025		AR	ARTWORK	Y	340
12026		AR	ARTWORK	Y	195
12027		AR	ARTWORK	Y	340
12028		AR	ARTWORK	Y	540
12029		AR	ARTWORK	Y	195
12030		AR	ARTWORK	Y	306
12031		AR	ARTWORK	Y	195
12032		AR	ARTWORK	Y	195
12033		AR	ARTWORK	Y	195
12034		AR	ARTWORK	Y	340
12035		AR	ARTWORK	Y	195
12036		AR	ARTWORK	Y	340
12037		AR	ARTWORK	Y	375
12038		AR	ARTWORK	Y	375
12039		AR	ARTWORK	N	1415
12040		AR	ARTWORK	Y	195
12041		AR	ARTWORK	Y	175
12042		AR	ARTWORK	Y	306
12043		AR	ARTWORK	Y	195
12044		AR	ARTWORK	Y	306
12045		AR	ARTWORK	Y	195
12046		AR	ARTWORK	Y	175
12047		AR	ARTWORK	Y	195
12048		AR	ARTWORK	Y	175
12049		AR	ARTWORK	Y	340
12050		AR	ARTWORK	Y	1092
12051		AR	ARTWORK	Y	1545
12052		AR	ARTWORK	Y	175
12053		AR	ARTWORK	Y	306
12054		AR	ARTWORK	Y	306
12055		AR	ARTWORK	Y	175
12056		AR	ARTWORK	Y	189
12057		AR	ARTWORK	Y	340
12058		AR	ARTWORK	Y	486
12059		AR	ARTWORK	Y	195
12060		AR	ARTWORK	Y	289
12061		AR	ARTWORK	Y	195
12062		AR	ARTWORK	Y	375
12063		AR	ARTWORK	Y	486
12064		AR	ARTWORK	Y	195
12065		AR	ARTWORK	Y	331
12066		AR	ARTWORK	Y	195
12067		AR	ARTWORK	Y	862
12068		AR	ARTWORK	Y	1390
12069		AR	ARTWORK	Y	200
12070		AR	ARTWORK	Y	495
12071		AR	ARTWORK	Y	745
12072		AR	ARTWORK	Y	345
12073		AR	ARTWORK	Y	375
12074		AR	ARTWORK	Y	540
12075		AR	ARTWORK	Y	445
12076		AR	ARTWORK	Y	375
12077		AR	ARTWORK	Y	540
12078		AR	ARTWORK	Y	445
12079		AR	ARTWORK	Y	745
12080		AR	ARTWORK	Y	1390
12081		AR	ARTWORK	Y	195
12082		AR	ARTWORK	Y	745
12083		AR	ARTWORK	Y	306
12084		AR	ARTWORK	Y	195
12085		AR	ARTWORK	Y	306
12086		AR	ARTWORK	Y	195
12087		AR	ARTWORK	Y	745
12088		AR	ARTWORK	Y	340
12089		AR	ARTWORK	Y	375
12090		AR	ARTWORK	Y	195
12091		AR	ARTWORK	Y	495
12092		AR	ARTWORK	Y	745
12093		AR	ARTWORK	Y	306
12094		AR	ARTWORK	Y	375
12095		AR	ARTWORK	Y	195
12096		AR	ARTWORK	Y	340
12097		AR	ARTWORK	Y	486
12098		AR	ARTWORK	Y	195
12099		AR	ARTWORK	Y	340
12100		AR	ARTWORK	Y	540
12101		AR	ARTWORK	Y	175
12102		AR	ARTWORK	Y	632
12103		AR	ARTWORK	Y	450
12104		AR	ARTWORK	Y	596
12105		AR	ARTWORK	Y	195
12106		AR	ARTWORK	Y	495
12107		AR	ARTWORK	Y	340
12108		AR	ARTWORK	Y	375
12109		AR	ARTWORK	Y	450
12110		AR	ARTWORK	Y	1545
12111		AR	ARTWORK	Y	195
12112		AR	ARTWORK	Y	306
12113		AR	ARTWORK	Y	340
12114		AR	ARTWORK	Y	175
12115		AR	ARTWORK	Y	175
12116		AR	ARTWORK	Y	306
12117		AR	ARTWORK	Y	375
12118		AR	ARTWORK	Y	486
12119		AR	ARTWORK	Y	340
12120		AR	ARTWORK	Y	486
12121		BK	BOOK	N	125
12122		AR	ARTWORK	N	365
12123		GA	GAME	Y	9
12124		GA	GAME	Y	6
12125		GA	GAME	Y	18
12126		BK	BOOK	N	20
12127		BK	BOOK	N	30
12128		BK	BOOK	Y	25
12129		BK	BOOK	Y	13
12130		BK	BOOK	N	16
12131		GA	GAME	Y	17
12132		BK	BOOK	N	24
12133		FR	FREEBIE	Y	0
12134		FR	FREEBIE	Y	0
12135		FR	FREEBIE	Y	0
12136		OT	OTHER	Y	34
12137		OC	OCCASION	Y	54
12138		OC	OCCASION	Y	25
12139		OC	OCCASION	Y	25
12140		OT	OTHER	N	10
12141		CA	CALENDAR	Y	630
12142		AR	ARTWORK	Y	183
12143		AR	ARTWORK	Y	693
12144		AR	ARTWORK	Y	340
12145		AR	ARTWORK	Y	195
12146		AR	ARTWORK	Y	745
12147		AR	ARTWORK	Y	340
12148		AR	ARTWORK	Y	375
12149		AR	ARTWORK	Y	540
12150		AR	ARTWORK	Y	195
12151		AR	ARTWORK	Y	495
12152		AR	ARTWORK	Y	745
12153		AR	ARTWORK	Y	340
12154		AR	ARTWORK	Y	375
12155		AR	ARTWORK	Y	540
12156		AR	ARTWORK	Y	1300
12157		AR	ARTWORK	Y	850
12158		AR	ARTWORK	Y	1015
12159		AR	ARTWORK	Y	195
12160		AR	ARTWORK	Y	445
12161		AR	ARTWORK	Y	306
12162		AR	ARTWORK	Y	486
12163		AR	ARTWORK	Y	1250
12164		AR	ARTWORK	Y	1415
12165		AR	ARTWORK	Y	840
12166		BK	BOOK	Y	22
12167		BK	BOOK	Y	25
12168		BK	BOOK	Y	38
12169		BK	BOOK	Y	30
12170		GA	GAME	Y	44
12171		AR	ARTWORK	Y	44
12172		AR	ARTWORK	Y	54
12173		OC	OCCASION	Y	25
12174		OC	OCCASION	Y	25
12175		CA	CALENDAR	N	10
12176		CA	CALENDAR	N	29
12177		CA	CALENDAR	N	14
12178		AR	ARTWORK	Y	195
12179		AR	ARTWORK	Y	195
12180		AR	ARTWORK	Y	195
12181		AR	ARTWORK	Y	306
12182		AR	ARTWORK	Y	540
12183		AR	ARTWORK	Y	195
12184		AR	ARTWORK	Y	340
12185		AR	ARTWORK	Y	195
12186		AR	ARTWORK	Y	445
12187		AR	ARTWORK	Y	745
12188		AR	ARTWORK	Y	340
12189		AR	ARTWORK	Y	486
12190		AR	ARTWORK	Y	195
12191		AR	ARTWORK	Y	340
12192		AR	ARTWORK	Y	195
12193		AR	ARTWORK	Y	745
12194		AR	ARTWORK	Y	340
12195		AR	ARTWORK	Y	375
12196		AR	ARTWORK	Y	195
12197		AR	ARTWORK	Y	596
12198		AR	ARTWORK	Y	306
12199		AR	ARTWORK	Y	195
12200		AR	ARTWORK	Y	302
12201		AR	ARTWORK	Y	195
12202		AR	ARTWORK	Y	745
12203		AR	ARTWORK	Y	340
12204		AR	ARTWORK	Y	337
12205		AR	ARTWORK	Y	540
12206		AR	ARTWORK	Y	175
12207		AR	ARTWORK	Y	318
12208		AR	ARTWORK	Y	445
12209		AR	ARTWORK	Y	620
12210		AR	ARTWORK	Y	321
12211		AR	ARTWORK	Y	513
12212		AR	ARTWORK	Y	195
12213		AR	ARTWORK	Y	306
12214		AR	ARTWORK	Y	150
12215		AR	ARTWORK	Y	340
12216		AR	ARTWORK	Y	195
12217		AR	ARTWORK	Y	306
12218		AR	ARTWORK	Y	337
12219		AR	ARTWORK	Y	540
12220		AR	ARTWORK	Y	445
12221		AR	ARTWORK	Y	340
12222		AR	ARTWORK	Y	540
12223		AR	ARTWORK	Y	195
12224		AR	ARTWORK	Y	445
12225		AR	ARTWORK	Y	745
12226		AR	ARTWORK	Y	340
12227		AR	ARTWORK	Y	486
12228		AR	ARTWORK	Y	670
12229		AR	ARTWORK	Y	156
12230		AR	ARTWORK	Y	195
12231		AR	ARTWORK	Y	495
12232		AR	ARTWORK	Y	596
12233		AR	ARTWORK	Y	340
12234		AR	ARTWORK	Y	375
12235		AR	ARTWORK	Y	540
12236		AR	ARTWORK	Y	195
12237		AR	ARTWORK	Y	670
12238		AR	ARTWORK	Y	306
12239		AR	ARTWORK	Y	375
12240		AR	ARTWORK	Y	540
12241		AR	ARTWORK	Y	166
12242		AR	ARTWORK	Y	340
12243		AR	ARTWORK	Y	375
12244		AR	ARTWORK	Y	432
12245		AR	ARTWORK	Y	195
12246		AR	ARTWORK	Y	745
12247		AR	ARTWORK	Y	340
12248		AR	ARTWORK	Y	337
12249		AR	ARTWORK	Y	540
12250		AR	ARTWORK	Y	175
12251		AR	ARTWORK	Y	340
12252		AR	ARTWORK	Y	195
12253		AR	ARTWORK	Y	340
12254		AR	ARTWORK	Y	175
12255		AR	ARTWORK	Y	340
12256		AR	ARTWORK	Y	486
12257		AR	ARTWORK	Y	195
12258		AR	ARTWORK	Y	445
12259		AR	ARTWORK	Y	340
12260		AR	ARTWORK	Y	375
12261		AR	ARTWORK	Y	486
12262		AR	ARTWORK	Y	195
12263		AR	ARTWORK	Y	495
12264		AR	ARTWORK	Y	340
12265		AR	ARTWORK	Y	540
12266		AR	ARTWORK	Y	195
12267		AR	ARTWORK	Y	495
12268		AR	ARTWORK	Y	340
12269		AR	ARTWORK	Y	375
12270		AR	ARTWORK	Y	540
12271		AR	ARTWORK	Y	272
12272		AR	ARTWORK	Y	486
12273		AR	ARTWORK	Y	195
12274		AR	ARTWORK	Y	175
12275		AR	ARTWORK	Y	306
12276		AR	ARTWORK	Y	195
12277		AR	ARTWORK	Y	175
12278		AR	ARTWORK	Y	375
12279		AR	ARTWORK	Y	183
12280		AR	ARTWORK	Y	340
12281		AR	ARTWORK	Y	175
12282		AR	ARTWORK	Y	305
12283		AR	ARTWORK	Y	175
12284		AR	ARTWORK	Y	450
12285		AR	ARTWORK	Y	272
12286		AR	ARTWORK	Y	375
12287		AR	ARTWORK	Y	486
12288		AR	ARTWORK	Y	195
12289		AR	ARTWORK	Y	306
12290		AR	ARTWORK	Y	540
12291		AR	ARTWORK	Y	195
12292		AR	ARTWORK	Y	195
12293		AR	ARTWORK	Y	340
12294		AR	ARTWORK	Y	375
12295		AR	ARTWORK	Y	195
12296		AR	ARTWORK	Y	195
12297		AR	ARTWORK	Y	340
12298		AR	ARTWORK	Y	175
12299		AR	ARTWORK	Y	340
12300		AR	ARTWORK	Y	195
12301		AR	ARTWORK	Y	745
12302		AR	ARTWORK	Y	195
12303		AR	ARTWORK	Y	255
12304		AR	ARTWORK	Y	375
12305		AR	ARTWORK	Y	745
12306		AR	ARTWORK	Y	340
12307		AR	ARTWORK	Y	195
12308		AR	ARTWORK	Y	195
12309		AR	ARTWORK	Y	175
12310		AR	ARTWORK	Y	195
12311		AR	ARTWORK	Y	445
12312		AR	ARTWORK	Y	745
12313		AR	ARTWORK	Y	340
12314		AR	ARTWORK	Y	375
12315		AR	ARTWORK	Y	540
12316		AR	ARTWORK	Y	195
12317		AR	ARTWORK	Y	495
12318		AR	ARTWORK	Y	745
12319		AR	ARTWORK	Y	340
12320		AR	ARTWORK	Y	375
12321		AR	ARTWORK	Y	540
12322		AR	ARTWORK	Y	195
12323		AR	ARTWORK	Y	745
12324		AR	ARTWORK	Y	340
12325		AR	ARTWORK	Y	459
12326		AR	ARTWORK	Y	175
12327		AR	ARTWORK	Y	195
12328		AR	ARTWORK	Y	745
12329		AR	ARTWORK	Y	340
12330		AR	ARTWORK	Y	540
12331		AR	ARTWORK	Y	495
12332		AR	ARTWORK	Y	195
12333		AR	ARTWORK	Y	670
12334		AR	ARTWORK	Y	195
12335		AR	ARTWORK	Y	340
12336		AR	ARTWORK	Y	513
12337		AR	ARTWORK	Y	690
12338		AR	ARTWORK	Y	340
12339		AR	ARTWORK	Y	375
12340		AR	ARTWORK	Y	540
12341		AR	ARTWORK	Y	195
12342		AR	ARTWORK	Y	195
12343		AR	ARTWORK	Y	306
12344		AR	ARTWORK	Y	340
12345		AR	ARTWORK	Y	540
12346		AR	ARTWORK	Y	306
12347		AR	ARTWORK	Y	140
12348		AR	ARTWORK	Y	175
12349		AR	ARTWORK	Y	340
12350		AR	ARTWORK	Y	340
12351		AR	ARTWORK	Y	265
12352		AR	ARTWORK	Y	340
12353		AR	ARTWORK	Y	375
12354		AR	ARTWORK	Y	195
12355		AR	ARTWORK	Y	340
12356		AR	ARTWORK	Y	459
12357		AR	ARTWORK	Y	195
12358		AR	ARTWORK	Y	306
12359		AR	ARTWORK	Y	195
12360		AR	ARTWORK	Y	340
12361		AR	ARTWORK	Y	375
12362		AR	ARTWORK	Y	175
12363		AR	ARTWORK	Y	337
12364		AR	ARTWORK	Y	195
12365		AR	ARTWORK	Y	670
12366		AR	ARTWORK	Y	340
12367		AR	ARTWORK	Y	337
12368		AR	ARTWORK	Y	486
12369		AR	ARTWORK	Y	175
12370		AR	ARTWORK	Y	486
12371		AR	ARTWORK	Y	195
12372		AR	ARTWORK	Y	670
12373		AR	ARTWORK	Y	340
12374		AR	ARTWORK	Y	375
12375		AR	ARTWORK	Y	540
12376		AR	ARTWORK	Y	195
12377		AR	ARTWORK	Y	445
12378		AR	ARTWORK	Y	670
